policy_id,age,gender,marital_status,vehicle_age,vehicle_value,vehicle_type,policy_tenure,deductible,coverage_type,region,state,claim_type,at_fault,weather_condition,time_of_day,claim_amount
5655,31,F,Married,8,30781.0,SUV,0.0,1000,Premium,Suburban,OH,Collision,Yes,Rain,Night,13861
5656,32,M,Single,5,40942.0,Truck,4.0,500,Premium,Suburban,IL,Comprehensive,No,Snow,Night,6087
5657,60,M,Widowed,3,28822.0,Sedan,0.0,500,Basic,Urban,MI,Liability,No,Clear,Morning,5375
5658,44,M,Married,1,13689.0,SUV,2.0,1000,Standard,Suburban,NC,Liability,Yes,Clear,Evening,10250
5659,65,F,Divorced,9,7786.0,SUV,3.0,500,Basic,Rural,TX,Collision,No,Clear,Afternoon,4554
5660,34,M,Single,2,24477.0,Sports,7.0,1000,Standard,Rural,CA,Collision,Yes,Fog,Morning,11683
5661,44,M,Married,2,24654.0,SUV,6.0,500,Premium,Suburban,IL,Collision,Yes,Rain,Afternoon,14264
5662,31,F,Single,12,57697.0,SUV,2.0,1000,Premium,Urban,TX,Collision,Yes,Clear,Night,12473
5663,45,F,Divorced,18,20786.0,Sedan,8.0,1000,Standard,Urban,NY,Comprehensive,No,Clear,Evening,4818
5664,22,M,Divorced,11,26562.0,Sports,2.0,500,Standard,Suburban,FL,Collision,No,Fog,Afternoon,7954
5665,37,M,Married,20,32486.0,Sedan,2.0,2000,Basic,Urban,TX,Collision,No,Clear,Morning,3255
5666,23,M,Single,10,28472.0,Sports,5.0,250,Premium,Suburban,PA,Collision,Yes,Clear,Afternoon,16346
5667,55,M,Single,6,33589.0,SUV,8.0,1000,Premium,Urban,PA,Liability,No,Clear,Morning,7883
5668,55,F,Married,1,14630.0,Sedan,3.0,2000,Premium,Urban,IL,Liability,No,Clear,Night,7393
5669,19,F,Married,15,13518.0,Sports,11.0,250,Standard,Suburban,IL,Collision,Yes,Clear,Evening,11687
5670,65,M,Married,10,19143.0,Sedan,1.0,500,Standard,Urban,NC,Comprehensive,Yes,Rain,Morning,7802
5671,82,M,Married,1,7427.0,Sedan,10.0,500,Premium,Urban,OH,Liability,Yes,Fog,Evening,25364
5672,45,F,Married,3,21594.0,Sedan,1.0,500,Premium,Urban,PA,Collision,Yes,Clear,Afternoon,13706
5673,35,F,Single,0,15838.0,Luxury,2.0,500,Premium,Urban,NY,Collision,Yes,Rain,Evening,14552
5674,85,M,Married,15,25876.0,Truck,6.0,2000,Standard,Urban,IL,Collision,No,Clear,Morning,7166
5675,25,F,Married,4,19292.0,Sports,6.0,500,Basic,Suburban,CA,Collision,No,Clear,Morning,5046
5676,45,F,Divorced,1,13257.0,Sedan,1.0,500,Standard,Urban,TX,Collision,Yes,Rain,Evening,10241
5677,47,M,Married,1,42422.0,Sedan,17.0,2000,Standard,Rural,FL,Collision,Yes,Clear,Morning,5866
5678,65,F,Married,19,22954.0,SUV,,500,Basic,Suburban,CA,Liability,No,Rain,Evening,8414
5679,50,F,Single,4,33908.0,SUV,0.0,1000,Standard,Suburban,TX,Liability,Yes,Clear,Night,10324
5680,37,F,Divorced,2,24143.0,Truck,7.0,500,Premium,Urban,GA,Liability,No,Fog,Afternoon,10681
5681,30,F,Single,3,27777.0,SUV,6.0,1000,Premium,Urban,IL,Liability,No,Clear,Afternoon,7683
5682,39,M,Married,0,11153.0,Sedan,4.0,500,Basic,Urban,IL,Comprehensive,Yes,Rain,Morning,4817
5683,29,M,Divorced,0,41733.0,Sedan,7.0,1000,Basic,Suburban,MI,Comprehensive,Yes,Clear,Evening,5684
5684,45,F,Married,4,34178.0,SUV,0.0,2000,Premium,Rural,MI,Liability,Yes,Clear,Evening,9529
5685,36,F,Married,3,21819.0,Sedan,0.0,250,Basic,Urban,NC,Collision,No,Clear,Morning,4882
5686,22,F,Single,2,25438.0,Sports,13.0,500,Standard,Rural,NY,Liability,Yes,Clear,Afternoon,14261
5687,63,M,Divorced,4,36362.0,Sports,3.0,2000,Basic,Suburban,IL,Liability,Yes,Clear,Afternoon,7443
5688,37,F,Single,0,18287.0,Truck,10.0,500,Basic,Suburban,OH,Comprehensive,Yes,Clear,Evening,4672
5689,25,M,Single,14,9981.0,Sedan,9.0,250,Standard,Suburban,MI,Liability,Yes,Clear,Evening,13216
5690,42,M,Single,1,18460.0,Sedan,4.0,250,Standard,Urban,PA,Collision,Yes,Rain,Night,11305
5691,46,M,Single,0,23770.0,SUV,3.0,500,Standard,Suburban,MI,Collision,Yes,Clear,Evening,9640
5692,18,M,Widowed,0,21672.0,Truck,1.0,500,Basic,Suburban,NY,Comprehensive,No,Clear,Night,4445
5693,49,M,Married,0,42564.0,Sports,0.0,500,Standard,Suburban,MI,Collision,Yes,Clear,Night,11568
5694,29,F,Married,0,13630.0,Sports,4.0,500,Standard,Suburban,OH,Collision,No,Rain,Evening,6775
5695,70,M,Widowed,2,14521.0,Sedan,6.0,1000,Basic,Suburban,TX,Liability,Yes,Rain,Afternoon,10456
5696,52,M,Single,6,12977.0,Luxury,3.0,1000,Premium,Suburban,FL,Liability,Yes,Clear,Evening,14383
5697,39,M,Single,1,27292.0,Sedan,0.0,500,Basic,Suburban,TX,Collision,Yes,Clear,Night,6414
5698,33,M,Married,2,10270.0,Truck,0.0,500,Standard,Urban,NC,Collision,Yes,Rain,Morning,12284
5699,43,F,Married,13,31948.0,SUV,0.0,2000,Basic,Urban,GA,Collision,Yes,Rain,Night,5057
5700,54,M,Married,1,13815.0,SUV,4.0,2000,Standard,Urban,NY,Liability,Yes,Clear,Morning,9163
5701,44,M,Single,7,14964.0,SUV,3.0,2000,Standard,Suburban,NC,Liability,Yes,Clear,Night,7747
5702,41,F,Married,0,53375.0,Sports,2.0,2000,Basic,Suburban,FL,Comprehensive,No,Clear,Night,2593
5703,45,F,Single,0,40793.0,SUV,3.0,1000,Standard,Suburban,OH,Collision,Yes,Clear,Afternoon,8883
5704,35,F,Single,3,23379.0,Truck,1.0,500,Premium,Suburban,PA,Comprehensive,Yes,Clear,Afternoon,9275
5705,39,F,Single,1,11435.0,Sedan,6.0,2000,Premium,Suburban,IL,Comprehensive,Yes,Clear,Afternoon,5075
5706,18,F,Married,11,60307.0,Sports,1.0,1000,Standard,Urban,TX,Collision,Yes,Rain,Morning,14995
5707,59,M,Married,0,19967.0,Luxury,4.0,1000,Basic,Suburban,CA,Collision,Yes,Clear,Night,6948
5708,49,F,Married,4,24929.0,SUV,1.0,1000,Premium,Urban,FL,Liability,Yes,Clear,Night,13396
5709,33,F,Widowed,4,34751.0,Luxury,0.0,1000,Premium,Urban,NC,Collision,No,Rain,Night,8189
5710,73,F,Divorced,0,8254.0,Sedan,1.0,1000,Basic,Urban,IL,Collision,Yes,Clear,Afternoon,8015
5711,46,F,Married,6,15994.0,Truck,13.0,500,Basic,Suburban,IL,Liability,Yes,Clear,Night,10214
5712,29,F,Widowed,3,,Sedan,0.0,500,Standard,Urban,TX,Comprehensive,Yes,Clear,Morning,6468
5713,57,M,Widowed,6,23514.0,SUV,,500,Standard,Suburban,FL,Comprehensive,No,Rain,Evening,5097
5714,50,M,Married,8,11478.0,SUV,1.0,500,Standard,Rural,TX,Comprehensive,Yes,Rain,Evening,7978
5715,50,F,Married,1,25930.0,SUV,8.0,1000,Basic,Urban,OH,Collision,Yes,Clear,Evening,6718
5716,38,F,Widowed,3,22401.0,SUV,1.0,500,Standard,Urban,FL,Liability,Yes,Rain,Afternoon,13957
5717,51,M,Married,1,50698.0,Sedan,2.0,1000,Premium,Rural,IL,Collision,No,Rain,Evening,7157
5718,41,F,Single,1,36320.0,Luxury,1.0,500,Premium,Suburban,CA,Collision,Yes,Snow,Night,17090
5719,53,F,Married,0,19252.0,Sedan,18.0,2000,Standard,Urban,NY,Comprehensive,No,Fog,Evening,3711
5720,18,M,Single,16,19969.0,SUV,30.0,250,Standard,Suburban,PA,Comprehensive,Yes,Clear,Morning,8564
5721,38,F,Married,2,36579.0,Sports,2.0,500,Premium,Urban,MI,Collision,No,Fog,Evening,10634
5722,70,F,Single,0,,Sports,6.0,500,Standard,Suburban,NY,Collision,No,Clear,Morning,6904
5723,33,M,Single,0,11097.0,Truck,0.0,500,Premium,Suburban,OH,Collision,Yes,Rain,Night,13863
5724,35,F,Single,1,62748.0,SUV,1.0,250,Basic,Rural,PA,Liability,No,Rain,Night,7158
5725,38,M,Divorced,0,13427.0,SUV,4.0,1000,Premium,Urban,IL,Collision,Yes,Rain,Afternoon,12046
5726,26,M,Single,2,76075.0,SUV,1.0,500,Premium,Rural,PA,Liability,No,Rain,Night,12032
5727,18,M,Single,0,27281.0,SUV,1.0,2000,Basic,Suburban,FL,Comprehensive,Yes,Clear,Afternoon,5301
5728,41,F,Single,0,16030.0,SUV,10.0,1000,Standard,Suburban,TX,Liability,No,Rain,Afternoon,6298
5729,47,M,Married,5,6744.0,Truck,1.0,500,Standard,Suburban,NC,Liability,Yes,Clear,Afternoon,12976
5730,44,M,Widowed,11,32480.0,SUV,0.0,1000,Standard,Suburban,MI,Collision,No,Clear,Morning,4507
5731,42,F,Single,2,10146.0,Truck,5.0,250,Premium,Urban,CA,Liability,Yes,Clear,Evening,15791
5732,45,M,Single,9,26334.0,SUV,1.0,1000,Standard,Urban,FL,Collision,No,Clear,Morning,4615
5733,60,F,Married,0,57919.0,Sedan,2.0,1000,Basic,Suburban,OH,Comprehensive,Yes,Clear,Night,8440
5734,42,F,Married,7,12470.0,Sports,0.0,250,Premium,Suburban,MI,Collision,Yes,Clear,Evening,13546
5735,36,F,Single,0,31857.0,Sports,0.0,1000,Basic,Suburban,IL,Comprehensive,Yes,Clear,Morning,4986
5736,40,F,Married,9,,Sedan,2.0,500,Standard,Suburban,TX,Collision,Yes,Rain,Evening,10890
5737,53,M,Married,10,38815.0,Truck,1.0,500,Standard,Urban,NC,Liability,No,Clear,Morning,7323
5738,66,M,Married,7,22763.0,SUV,2.0,1000,Basic,Suburban,OH,Comprehensive,Yes,Snow,Evening,5554
5739,35,F,Divorced,8,21817.0,Sedan,13.0,500,Standard,Suburban,FL,Collision,Yes,Clear,Afternoon,9105
5740,46,F,Single,4,40281.0,Sedan,2.0,500,Premium,Suburban,IL,Collision,No,Clear,Evening,6914
5741,50,M,Single,1,30111.0,Sedan,3.0,500,Standard,Urban,CA,Collision,Yes,Rain,Morning,12085
5742,30,F,Divorced,5,14730.0,Truck,0.0,1000,Standard,Urban,NC,Liability,Yes,Clear,Evening,12042
5743,45,M,Divorced,2,53828.0,Sedan,8.0,250,Standard,Urban,CA,Comprehensive,No,Snow,Evening,5066
5744,23,F,Single,0,10219.0,Sedan,6.0,1000,Premium,Suburban,IL,Liability,No,Clear,Morning,8546
5745,18,F,Widowed,3,25282.0,Sedan,2.0,1000,Premium,Suburban,MI,Collision,No,Rain,Morning,8151
5746,50,F,Married,5,14596.0,Sedan,0.0,1000,Standard,Urban,NC,Comprehensive,Yes,Rain,Morning,6459
5747,39,F,Single,0,10471.0,SUV,2.0,500,Premium,Suburban,OH,Comprehensive,No,Clear,Afternoon,7112
5748,48,F,Married,4,12492.0,SUV,1.0,500,Basic,Suburban,NC,Liability,Yes,Fog,Night,9498
5749,44,M,Single,5,21490.0,Sedan,20.0,1000,Standard,Suburban,PA,Comprehensive,No,Clear,Evening,3079
5750,30,F,Single,0,26235.0,Truck,2.0,250,Standard,Suburban,PA,Comprehensive,No,Snow,Night,5703
5751,44,F,Single,2,37401.0,Sedan,2.0,500,Basic,Suburban,NC,Comprehensive,No,Clear,Evening,4176
5752,26,F,Married,16,46074.0,SUV,0.0,500,Premium,Urban,CA,Comprehensive,Yes,Clear,Morning,9513
5753,65,F,Divorced,10,25307.0,Sedan,1.0,500,Standard,Suburban,FL,Liability,Yes,Snow,Morning,16228
5754,24,M,Married,2,17648.0,Truck,4.0,500,Basic,Rural,NC,Collision,No,Clear,Morning,4377
5755,42,F,Married,2,37030.0,Sedan,3.0,2000,Premium,Urban,FL,Collision,Yes,Clear,Afternoon,8185
5756,29,F,Married,0,16198.0,SUV,1.0,250,Standard,Urban,NY,Collision,No,Rain,Night,7403
5757,53,M,Married,0,9918.0,SUV,1.0,1000,Premium,Urban,NY,Collision,Yes,Clear,Afternoon,11580
5758,40,M,Married,1,35224.0,Sedan,0.0,500,Standard,Suburban,TX,Collision,Yes,Clear,Night,9545
5759,37,F,Married,14,42700.0,Truck,0.0,1000,Standard,Suburban,CA,Collision,No,Clear,Afternoon,6461
5760,57,M,Married,15,14604.0,SUV,15.0,1000,Standard,Rural,NY,Comprehensive,Yes,Rain,Morning,7085
5761,45,M,Married,8,58712.0,SUV,5.0,250,Basic,Suburban,GA,Liability,Yes,Rain,Afternoon,11346
5762,52,M,Married,2,29481.0,Sedan,10.0,1000,Standard,Suburban,FL,Collision,Yes,Clear,Afternoon,9787
5763,30,F,Single,0,27363.0,SUV,2.0,500,Basic,Rural,IL,Comprehensive,No,Snow,Evening,4009
5764,23,F,Single,4,17011.0,Sedan,8.0,1000,Standard,Urban,NC,Liability,Yes,Clear,Night,13258
5765,46,M,Married,5,36630.0,SUV,1.0,1000,Basic,Suburban,GA,Collision,Yes,Rain,Evening,8674
5766,40,F,Divorced,2,10278.0,Sedan,2.0,500,Standard,Urban,GA,Collision,Yes,Rain,Afternoon,9946
5767,54,F,Married,5,18584.0,Truck,0.0,500,Premium,Rural,OH,Collision,Yes,Clear,Morning,12510
5768,43,M,Widowed,6,15266.0,Sedan,5.0,1000,Standard,Suburban,NC,Collision,Yes,Fog,Afternoon,9961
5769,48,M,Single,7,11447.0,Sports,2.0,500,Basic,Urban,MI,Comprehensive,No,Clear,Night,2260
5770,20,F,Married,3,33910.0,Sports,3.0,500,Standard,Suburban,IL,Liability,No,Snow,Morning,9832
5771,73,M,Married,7,26122.0,Luxury,7.0,500,Standard,Rural,GA,Collision,No,Clear,Evening,7929
5772,42,F,Married,0,32936.0,Sports,5.0,1000,Premium,Urban,PA,Collision,Yes,Clear,Morning,11382
5773,55,M,Divorced,5,19165.0,Luxury,13.0,250,Standard,Suburban,CA,Comprehensive,Yes,Clear,Afternoon,7939
5774,32,M,Divorced,1,36045.0,Sports,2.0,500,Standard,Suburban,NY,Liability,No,Snow,Afternoon,11003
5775,49,F,Married,1,22892.0,Sedan,2.0,500,Basic,Rural,NY,Liability,Yes,Clear,Morning,8452
5776,25,M,Married,0,17394.0,SUV,3.0,500,Standard,Rural,CA,Comprehensive,Yes,Clear,Night,7010
5777,51,F,Divorced,1,16003.0,Sedan,2.0,1000,Standard,Urban,GA,Liability,Yes,Rain,Morning,11395
5778,39,M,Married,20,8172.0,SUV,2.0,500,Basic,Suburban,GA,Collision,No,Clear,Afternoon,3929
5779,45,M,Divorced,2,39426.0,SUV,1.0,500,Standard,Suburban,OH,Comprehensive,Yes,Clear,Evening,6832
5780,55,M,Divorced,13,37251.0,Sports,7.0,1000,Premium,Rural,TX,Collision,No,Clear,Afternoon,6859
5781,26,M,Married,0,80000.0,Luxury,3.0,1000,Basic,Suburban,OH,Collision,No,Rain,Evening,7186
5782,34,M,Married,1,18633.0,Sedan,3.0,500,Standard,Urban,FL,Collision,Yes,Fog,Afternoon,11161
5783,51,M,Married,4,15781.0,SUV,0.0,250,Standard,Suburban,MI,Comprehensive,Yes,Clear,Afternoon,6846
5784,76,F,Single,2,9407.0,SUV,1.0,500,Premium,Urban,PA,Comprehensive,Yes,Rain,Evening,12419
5785,42,F,Married,5,35595.0,SUV,1.0,1000,Basic,Urban,IL,Collision,Yes,Snow,Morning,7698
5786,53,M,Single,2,31726.0,SUV,2.0,500,Premium,Suburban,NC,Liability,Yes,Fog,Morning,19154
5787,43,F,Married,8,47853.0,Sports,0.0,250,Basic,Suburban,MI,Comprehensive,Yes,Clear,Night,5859
5788,74,M,Divorced,2,13928.0,Sports,8.0,500,Premium,Urban,CA,Liability,Yes,Clear,Afternoon,18757
5789,18,M,Single,4,31513.0,Sedan,9.0,1000,Standard,Suburban,IL,Collision,No,Clear,Morning,6205
5790,46,F,Single,1,16966.0,Sedan,4.0,500,Basic,Suburban,NC,Comprehensive,Yes,Rain,Afternoon,4927
5791,20,M,Married,6,43124.0,Truck,1.0,500,Standard,Urban,CA,Collision,Yes,Clear,Morning,11639
5792,18,M,Married,5,28799.0,SUV,1.0,1000,Basic,Urban,MI,Comprehensive,No,Clear,Night,3433
5793,49,M,Married,2,10118.0,SUV,5.0,1000,Basic,Rural,OH,Comprehensive,Yes,Clear,Night,4087
5794,47,F,Married,1,20627.0,Luxury,1.0,500,Standard,Rural,MI,Comprehensive,Yes,Rain,Afternoon,8122
5795,40,F,Single,4,8316.0,Sedan,3.0,1000,Premium,Urban,NY,Collision,Yes,Fog,Night,12976
5796,43,M,Single,14,12312.0,SUV,9.0,500,Standard,Suburban,GA,Collision,Yes,Rain,Evening,10744
5797,85,M,Divorced,0,12690.0,Luxury,2.0,1000,Standard,Rural,OH,Collision,Yes,Clear,Night,12847
5798,41,F,Single,8,15986.0,SUV,3.0,1000,Standard,Suburban,GA,Comprehensive,Yes,Clear,Evening,5354
5799,52,F,Married,3,19315.0,SUV,10.0,1000,Basic,Urban,PA,Collision,No,Clear,Afternoon,3486
5800,35,M,Widowed,3,23915.0,Sedan,1.0,500,Standard,Suburban,TX,Liability,Yes,Clear,Evening,11932
5801,49,M,Divorced,16,23324.0,Sedan,5.0,1000,Premium,Urban,MI,Comprehensive,Yes,Clear,Night,9170
5802,41,M,Single,4,21765.0,Sedan,5.0,1000,Basic,Suburban,NY,Liability,No,Clear,Afternoon,4912
5803,38,M,Married,8,26008.0,SUV,10.0,1000,Standard,Suburban,OH,Comprehensive,Yes,Clear,Night,8590
5804,72,F,Married,3,11791.0,SUV,7.0,1000,Premium,Suburban,NC,Liability,No,Clear,Night,8840
5805,62,M,Married,1,22847.0,Sports,5.0,500,Standard,Suburban,OH,Comprehensive,No,Clear,Morning,4257
5806,47,M,Married,5,45126.0,Sedan,4.0,250,Premium,Urban,NC,Comprehensive,Yes,Snow,Morning,11045
5807,18,F,Married,12,20274.0,Sedan,1.0,1000,Standard,Suburban,MI,Comprehensive,No,Clear,Morning,4953
5808,39,F,Single,9,28207.0,Sedan,4.0,2000,Premium,Suburban,FL,Collision,Yes,Clear,Afternoon,9876
5809,85,F,Married,1,26925.0,Truck,1.0,500,Standard,Rural,GA,Collision,Yes,Clear,Afternoon,15188
5810,41,M,Married,1,33898.0,Luxury,2.0,500,Standard,Urban,TX,Collision,No,Rain,Afternoon,7605
5811,61,F,Married,3,25427.0,Sports,4.0,1000,Standard,Urban,NC,Comprehensive,No,Clear,Night,3816
5812,66,F,Single,4,33613.0,Truck,4.0,250,Premium,Suburban,FL,Liability,Yes,Clear,Evening,18159
5813,48,M,Single,1,28385.0,Sedan,2.0,250,Standard,Urban,NY,Collision,Yes,Clear,Night,10552
5814,32,F,Widowed,1,30596.0,Sedan,0.0,500,Premium,Urban,NC,Liability,No,Clear,Evening,11509
5815,18,F,Single,7,27475.0,Sports,2.0,1000,Standard,Rural,GA,Comprehensive,Yes,Clear,Morning,7588
5816,55,F,Single,6,13314.0,SUV,1.0,1000,Standard,Suburban,CA,Comprehensive,No,Clear,Evening,4670
5817,32,F,Married,9,12266.0,Sedan,1.0,500,Basic,Suburban,FL,Collision,Yes,Rain,Night,7869
5818,47,M,Married,13,18460.0,SUV,1.0,2000,Standard,Suburban,PA,Liability,Yes,Clear,Evening,7836
5819,26,M,Single,1,47849.0,Sedan,4.0,1000,Premium,Urban,PA,Collision,Yes,Fog,Evening,15080
5820,41,M,Married,9,20214.0,SUV,2.0,2000,Basic,Suburban,OH,Collision,Yes,Clear,Evening,4636
5821,45,F,Married,5,25713.0,Sports,1.0,250,Standard,Suburban,TX,Comprehensive,No,Clear,Morning,3637
5822,49,M,Married,15,8236.0,Sedan,9.0,500,Standard,Suburban,CA,Comprehensive,Yes,Clear,Morning,6988
5823,28,F,Divorced,1,24266.0,SUV,4.0,500,Standard,Urban,GA,Collision,Yes,Clear,Morning,10991
5824,62,M,Single,1,22993.0,Sedan,2.0,500,Premium,Suburban,NC,Liability,Yes,Clear,Evening,16197
5825,36,M,Married,6,5786.0,Luxury,2.0,2000,Premium,Suburban,GA,Collision,Yes,Clear,Morning,7421
5826,19,F,Single,13,25474.0,Sedan,6.0,1000,Standard,Suburban,MI,Collision,Yes,Clear,Evening,10483
5827,43,M,Married,8,9648.0,SUV,0.0,1000,Premium,Urban,CA,Collision,Yes,Clear,Evening,10069
5828,45,F,Married,6,15326.0,Sedan,4.0,500,Standard,Urban,TX,Collision,Yes,Clear,Evening,10458
5829,47,F,Single,2,36215.0,Sports,0.0,500,Premium,Suburban,NC,Liability,No,Clear,Afternoon,9552
5830,65,M,Married,6,23830.0,Sedan,0.0,500,Standard,Suburban,NY,Collision,Yes,Fog,Evening,13107
5831,41,M,Single,8,17602.0,SUV,10.0,1000,Premium,Urban,OH,Comprehensive,Yes,Snow,Afternoon,8784
5832,43,M,Single,6,16864.0,Sedan,2.0,500,Basic,Suburban,GA,Liability,No,Clear,Evening,4598
5833,28,F,Married,5,17872.0,Truck,1.0,2000,Basic,Urban,IL,Liability,Yes,Rain,Afternoon,6277
5834,57,M,Married,0,23871.0,Sedan,6.0,500,Premium,Suburban,NC,Comprehensive,No,Clear,Night,5469
5835,47,F,Single,5,12084.0,Sedan,16.0,500,Standard,Rural,PA,Collision,No,Clear,Night,6019
5836,38,M,Divorced,3,,Truck,0.0,2000,Basic,Suburban,OH,Comprehensive,Yes,Clear,Night,3379
5837,18,F,Single,16,12409.0,Truck,0.0,1000,Basic,Urban,CA,Collision,Yes,Fog,Evening,9257
5838,66,F,Single,4,9287.0,SUV,7.0,1000,Standard,Urban,PA,Collision,Yes,Rain,Afternoon,10262
5839,26,F,Single,4,36155.0,Sedan,3.0,1000,Basic,Suburban,MI,Liability,Yes,Rain,Afternoon,9896
5840,36,F,Single,20,17703.0,SUV,8.0,2000,Standard,Suburban,NY,Comprehensive,Yes,Snow,Evening,4916
5841,50,M,Single,0,22816.0,SUV,4.0,1000,Standard,Urban,MI,Liability,Yes,Clear,Evening,11113
5842,27,M,Married,1,30555.0,SUV,2.0,2000,Basic,Suburban,IL,Liability,No,Clear,Morning,5271
5843,22,F,Married,5,15371.0,Sedan,0.0,500,Basic,Urban,NC,Comprehensive,Yes,Clear,Afternoon,5549
5844,18,M,Married,1,23589.0,Luxury,1.0,500,Basic,Suburban,IL,Comprehensive,Yes,Clear,Afternoon,6497
5845,55,F,Widowed,2,30458.0,Sedan,6.0,1000,Standard,Rural,GA,Comprehensive,No,Rain,Morning,3458
5846,36,F,Married,11,50092.0,Sedan,1.0,500,Standard,Suburban,CA,Collision,Yes,Rain,Evening,12560
5847,85,F,Single,4,17059.0,Sedan,4.0,1000,Basic,Urban,FL,Comprehensive,Yes,Clear,Afternoon,5854
5848,30,M,Single,0,17474.0,Luxury,1.0,2000,Standard,Suburban,TX,Collision,No,Clear,Morning,3812
5849,31,F,Single,1,29192.0,Truck,2.0,500,Premium,Suburban,GA,Liability,Yes,Snow,Night,20366
5850,36,M,Married,0,24447.0,Truck,0.0,500,Premium,Urban,CA,Liability,No,Clear,Afternoon,8812
5851,48,M,Single,4,20567.0,Sedan,2.0,1000,Premium,Rural,TX,Collision,Yes,Clear,Morning,11207
5852,37,M,Married,0,48841.0,SUV,3.0,500,Premium,Suburban,NC,Comprehensive,No,Rain,Afternoon,5628
5853,54,M,Married,9,9497.0,Sedan,3.0,500,Standard,Rural,MI,Comprehensive,No,Clear,Night,4563
5854,30,M,Married,4,,Luxury,,1000,Premium,Suburban,NC,Collision,Yes,Rain,Afternoon,13032
5855,24,M,Married,0,9552.0,SUV,1.0,2000,Premium,Suburban,CA,Collision,Yes,Snow,Afternoon,14232
5856,18,F,Single,1,40168.0,SUV,1.0,1000,Premium,Suburban,GA,Liability,Yes,Clear,Evening,17831
5857,18,M,Single,4,28491.0,Sedan,5.0,500,Standard,Rural,OH,Collision,Yes,Clear,Night,11549
5858,37,F,Married,2,11099.0,SUV,6.0,1000,Standard,Urban,NY,Liability,Yes,Clear,Evening,10077
5859,40,M,Single,3,20712.0,Truck,2.0,2000,Basic,Rural,OH,Comprehensive,No,Clear,Night,2060
5860,35,M,Single,12,21723.0,SUV,1.0,250,Standard,Suburban,MI,Comprehensive,Yes,Clear,Afternoon,6994
5861,63,M,Married,2,7298.0,SUV,4.0,1000,Premium,Urban,MI,Collision,Yes,Rain,Evening,12923
5862,63,F,Married,2,24200.0,SUV,3.0,1000,Standard,Suburban,CA,Liability,Yes,Rain,Evening,12947
5863,39,M,Married,8,12224.0,Truck,4.0,1000,Basic,Suburban,FL,Collision,Yes,Clear,Morning,7602
5864,18,M,Married,1,31361.0,Sports,1.0,250,Premium,Suburban,TX,Liability,No,Rain,Night,14706
5865,36,M,Widowed,0,12413.0,Sedan,6.0,2000,Premium,Urban,GA,Collision,No,Clear,Night,4821
5866,36,M,Married,0,24577.0,Sedan,1.0,250,Premium,Urban,NC,Collision,Yes,Rain,Night,15200
5867,35,F,Single,14,42078.0,SUV,2.0,500,Basic,Rural,IL,Collision,No,Rain,Evening,4783
5868,34,M,Married,13,35856.0,Sedan,0.0,500,Standard,Suburban,IL,Collision,No,Snow,Evening,7388
5869,35,M,Married,1,28384.0,Sedan,7.0,1000,Premium,Suburban,IL,Liability,Yes,Rain,Night,16335
5870,39,F,Married,4,21148.0,Sedan,4.0,1000,Standard,Urban,CA,Collision,Yes,Clear,Night,8630
5871,35,M,Married,0,10404.0,SUV,1.0,250,Standard,Suburban,CA,Liability,No,Rain,Afternoon,8935
5872,48,F,Married,5,17684.0,Sedan,7.0,250,Basic,Urban,GA,Comprehensive,No,Clear,Night,3378
5873,50,F,Married,1,19672.0,SUV,4.0,500,Premium,Urban,GA,Comprehensive,Yes,Rain,Evening,9784
5874,31,F,Single,0,18979.0,Luxury,2.0,1000,Premium,Suburban,TX,Liability,Yes,Snow,Night,17793
5875,64,M,Divorced,8,10231.0,Truck,18.0,2000,Standard,Suburban,FL,Comprehensive,Yes,Fog,Evening,5777
5876,30,F,Married,1,27370.0,Truck,1.0,500,Standard,Suburban,TX,Comprehensive,No,Clear,Evening,4035
5877,20,M,Single,0,12204.0,Sedan,0.0,500,Basic,Suburban,GA,Liability,No,Rain,Night,6449
5878,50,F,Single,8,47717.0,Sedan,5.0,500,Standard,Rural,NC,Collision,Yes,Fog,Afternoon,12097
5879,32,M,Divorced,7,23718.0,Sedan,5.0,1000,Premium,Suburban,NC,Collision,No,Rain,Afternoon,8547
5880,49,M,Married,5,35940.0,Luxury,0.0,1000,Basic,Urban,PA,Comprehensive,Yes,Snow,Morning,5498
5881,18,F,Married,12,35571.0,SUV,6.0,500,Basic,Suburban,MI,Collision,Yes,Clear,Afternoon,8717
5882,65,M,Divorced,3,62253.0,Sedan,5.0,500,Standard,Suburban,MI,Comprehensive,Yes,Rain,Morning,9179
5883,55,F,Divorced,0,24123.0,SUV,10.0,1000,Standard,Suburban,PA,Comprehensive,Yes,Clear,Morning,6114
5884,22,F,Married,0,18123.0,Sedan,0.0,1000,Premium,Suburban,NC,Collision,No,Clear,Evening,6774
5885,22,M,Single,1,18299.0,SUV,3.0,2000,Standard,Urban,IL,Collision,Yes,Clear,Night,7094
5886,70,M,Single,0,46539.0,Sedan,0.0,500,Basic,Urban,MI,Comprehensive,No,Clear,Evening,3630
5887,33,M,Married,3,11383.0,Sedan,2.0,250,Standard,Urban,NY,Comprehensive,Yes,Clear,Night,8088
5888,32,F,Married,0,14199.0,Sedan,1.0,1000,Basic,Urban,IL,Collision,Yes,Snow,Night,8543
5889,18,M,Married,2,24797.0,Sedan,2.0,1000,Basic,Suburban,GA,Collision,No,Clear,Night,7026
